image_names,latitude,longitude,county_name
,37.91403167,-122.2753717,Contra Costa County
,37.72778399,-121.9320245,Contra Costa County
,37.72775071,-122.4527043,San Francisco County
,37.74731955,-122.4314284,San Francisco County
,37.77766195,-122.4530744,San Francisco County
,37.741555,-122.4430383,San Francisco County
,37.76573,-122.474455,San Francisco County
,40.87850468,-124.0783721,Humboldt County
,40.7006083,-124.1863044,Humboldt County
,40.96734792,-124.1727607,Humboldt County
,40.86095046,-124.1001872,Humboldt County
,34.1093055,-117.6039283,San Bernardino County
,34.537838,-117.2187085,San Bernardino County
,34.03259167,-117.72168,San Bernardino County
,34.06181802,-117.1645305,San Bernardino County
,36.98787208,-121.9597729,Santa Cruz County
,36.98262833,-121.936805,Santa Cruz County
,36.96133,-122.0402972,Santa Cruz County
,36.98269671,-121.7668013,Santa Cruz County
,36.65604667,-121.801675,Monterey County
,36.62247125,-121.9138139,Monterey County
,36.60071668,-121.8417653,Monterey County
,37.95761956,-122.5240222,Marin County
,38.09956667,-122.5839833,Marin County
,37.96316667,-122.525275,Marin County
,34.41747458,-119.2835599,Ventura County
,34.2687961,-119.2357897,Ventura County
,34.2224,-119.0048,Ventura County
,36.76589089,-118.5317741,Fresno County
,37.24476667,-118.8152867,Fresno County
,36.50839167,-121.11348,San Benito County
,36.48986397,-121.1711633,San Benito County
,38.858905,-120.0923695,El Dorado County
,38.62291644,-120.7047228,El Dorado County
,38.21258833,-122.1248555,Solano County
,38.06471144,-121.9185669,Solano County
,34.41226741,-119.8556625,Santa Barbara County
,34.44977567,-119.6683766,Santa Barbara County
,38.57871632,-121.7613638,Yolo County
,38.53406922,-121.6433562,Yolo County
,35.29174045,-120.6773867,San Luis Obispo County
,35.029097,-120.617594,San Luis Obispo County
,37.75148333,-118.93686,Mono County
,37.7672781,-119.122766,Mono County
mosquito_40.jpg,39.432115,-120.241231,Nevada County
,39.431825,-120.2432333,Nevada County
,36.176797,-116.763864,Inyo County
,37.415505,-118.6098417,Inyo County
,36.229985,-118.303284,Tulare County
,39.36398851,-121.3803502,Butte County
,35.30520073,-119.2491621,Kern County
,37.7575308,-119.5971063,Mariposa County
,41.00405556,-121.4382389,Shasta County
,33.17670977,-115.6187813,Imperial County
,37.8694533,-119.2381013,Tuolumne County
,39.16051383,-120.1521,Placer County
,39.00124903,-123.0794438,Mendocino County
,39.6722197,-120.6208433,Sierra County
,37.68484697,-121.008502,Stanislaus County
,37.33108981,-120.5419228,Merced County
,39.0714969,-121.5475928,Yuba County
,37.95380333,-121.2287967,San Joaquin County
,41.24962097,-122.266316,Siskiyou County
,38.45311167,-122.3472217,Napa County
