id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
171373,2012-12-27,2012-12-27,,Pacific Time (US & Canada),505,dloarie,Don Loarie,2013-01-02 15:44:23 UTC,2017-02-06 05:54:35 UTC,research,CC-BY,http://www.inaturalist.org/observations/171373,https://inaturalist-open-data.s3.amazonaws.com/photos/227569/medium.jpg,,"",female,1,0,false,,"Alexander Valley, CA",38.6120082556,-122.7819263935,,,,,,,,false,,,Anopheles freeborni,Anopheles freeborni,,Insecta,153428
202643,2012-11-24 10:55:06,2012-11-24,2012-11-24 18:55:06 UTC,Pacific Time (US & Canada),10285,finatic,BJ Stacey,2013-02-21 18:15:51 UTC,2018-05-13 01:25:47 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/202643,https://inaturalist-open-data.s3.amazonaws.com/photos/257202/medium.jpg,,animal,"Merced County, California, US",0,0,false,,Merced NWR--Auto Loop,37.1679431,-120.6220293,,,,,,,,false,,"",Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
202855,Thu Feb 21 2013 00:12:02 GMT-0800 (PST),2013-02-21,2013-02-21 08:12:02 UTC,Pacific Time (US & Canada),12630,tdnvaldriz,Thomas Valdriz,2013-02-22 02:35:47 UTC,2016-03-01 21:52:51 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/202855,https://inaturalist-open-data.s3.amazonaws.com/photos/257501/medium.jpg,,"","",0,0,false,,"2741 College Ave, Berkeley, California, US",37.8605,-122.2531666667,,,,,,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
204311,2013-02-06,2013-02-06,,Pacific Time (US & Canada),12480,ingridagiedraitiene,"",2013-02-23 20:30:42 UTC,2020-03-05 22:09:18 UTC,needs_id,,http://www.inaturalist.org/observations/204311,https://static.inaturalist.org/photos/259334/medium.JPG,,"",It is larvae and pupa.,2,0,false,,Eaton canyon,34.1799532083,-118.0966222286,,,,,,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
222620,2013-03-23,2013-03-23,,Pacific Time (US & Canada),12251,david_wu,David Wu,2013-03-25 06:21:16 UTC,2021-11-10 18:05:52 UTC,needs_id,,http://www.inaturalist.org/observations/222620,https://static.inaturalist.org/photos/280433/medium.JPG,,"","",1,0,false,,arcadia,34.1397292,-118.0353449,6647,,,,6647,,,false,,,Cold Weather Mosquito,Culiseta incidens,Cold Weather Mosquito,Insecta,259109
234870,2013-04-10,2013-04-10,,Pacific Time (US & Canada),505,dloarie,Don Loarie,2013-04-12 03:03:30 UTC,2020-04-26 04:33:59 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/234870,https://inaturalist-open-data.s3.amazonaws.com/photos/294937/medium.jpg,,"","",1,0,false,,"Alexander Valley, CA",38.6123268241,-122.7812290192,,,,,,,,false,,,Malaria Mosquitoes,Anopheles,,Insecta,146949
251892,2013-04-28,2013-04-28,,Pacific Time (US & Canada),8755,belinda,Belinda Lo,2013-05-02 06:32:14 UTC,2020-07-16 03:36:56 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/251892,https://inaturalist-open-data.s3.amazonaws.com/photos/313994/medium.jpg,,"","",2,0,false,,"Knowland Park, CA",37.754695,-122.139913,16,,,,16,,,false,,,Culicine Mosquitoes,Culicinae,Culicine Mosquitoes,Insecta,357355
310268,2013-06-22,2013-06-22,,Pacific Time (US & Canada),477,loarie,Scott Loarie,2013-06-24 16:11:06 UTC,2023-11-13 11:35:32 UTC,needs_id,CC0,http://www.inaturalist.org/observations/310268,https://inaturalist-open-data.s3.amazonaws.com/photos/384976/medium.jpg,,"","",1,0,false,,sagehen creek fieldstation,39.431155,-120.242679,210,,,,210,,,false,,manual,Mosquitoes,Culicinae,Culicine Mosquitoes,Insecta,357355
310328,2013-06-22,2013-06-22,,Pacific Time (US & Canada),477,loarie,Scott Loarie,2013-06-24 16:44:15 UTC,2023-11-13 11:35:37 UTC,needs_id,CC0,http://www.inaturalist.org/observations/310328,https://inaturalist-open-data.s3.amazonaws.com/photos/385071/medium.jpg,,"","",1,0,false,,sagehen creek fieldstation,39.430956,-120.24314,138,,,,138,,,false,,manual,Mosquitoes,Culicinae,Culicine Mosquitoes,Insecta,357355
320075,2013-06-29 00:19:07,2013-06-29,2013-06-29 07:19:07 UTC,Pacific Time (US & Canada),18633,miketroll,Mike troll Dame,2013-07-04 01:58:15 UTC,2019-09-05 19:11:57 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/320075,https://inaturalist-open-data.s3.amazonaws.com/photos/398178/medium.JPG,,"","",1,0,false,,Sagehen Creek Field Station,39.432115,-120.241231,1675,,,,1675,,,false,,,Mosquitoes,Aedes,,Insecta,62989
362471,Sat Aug 10 2013 18:21:03 GMT-0700 (PDT),2013-08-10,2013-08-11 01:21:03 UTC,Pacific Time (US & Canada),13979,robberfly,Liam O'Brien,2013-08-11 15:34:24 UTC,2020-04-26 04:39:52 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/362471,https://inaturalist-open-data.s3.amazonaws.com/photos/452644/medium.jpg,,"",I'd like to learn more about these guys...from afar....,3,0,false,3,"I-5 S, Colusa, California, US",39.2413333333,-122.1836666667,,,,,,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
376875,2013-06-15,2013-06-15,,Pacific Time (US & Canada),3161,greenrosettas,Chris Cook,2013-08-25 06:03:29 UTC,2023-11-13 11:36:19 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/376875,https://static.inaturalist.org/photos/471168/medium.jpg,,"","Unfortunately, most camping trips would not be complete without observing a couple of these flying bloodsuckers. ",0,0,false,,"Clear Lake State Park, CA, US",39.012894,-122.809496,,,,,,,,false,,,Aedini,Aedes vexans,Inland Floodwater Mosquito,Insecta,155387
452376,Sat Nov 09 2013 14:39:06 GMT-0800 (PST),2013-11-09,2013-11-09 22:39:06 UTC,Pacific Time (US & Canada),13979,robberfly,Liam O'Brien,2013-11-09 23:36:35 UTC,2020-04-26 04:33:43 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/452376,https://inaturalist-open-data.s3.amazonaws.com/photos/570458/medium.jpg,,"","",1,0,false,3,"San Francisco Botanical Garden, San Francisco, CA, US",37.7667383333,-122.46843,,,,,,,,false,,,Mosquitoes,Culiseta incidens,Cold Weather Mosquito,Insecta,259109
488497,2013-12-27 11:37:12,2013-12-27,2013-12-27 19:37:12 UTC,Pacific Time (US & Canada),27743,jaykeller,Jay L. Keller,2013-12-28 00:40:27 UTC,2016-06-18 07:20:37 UTC,needs_id,,http://www.inaturalist.org/observations/488497,https://static.inaturalist.org/photos/617671/medium.jpg,,"","",1,0,false,,"Sorrento Valley, CA",32.907442,-117.233047,34,,,,34,,,false,,manual,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
560795,2008-07-29 22:02:05,2008-07-29,2008-07-30 05:02:05 UTC,Pacific Time (US & Canada),18329,eddiedunbar,Eddie Dunbar,2014-03-10 06:55:39 UTC,2021-01-19 17:24:10 UTC,needs_id,CC-BY-SA,http://www.inaturalist.org/observations/560795,https://inaturalist-open-data.s3.amazonaws.com/photos/714326/medium.jpg,,"",Culicidae,2,0,false,,"Joaquin Miller Park, Oakland, CA, USA",37.813456,-122.183119,1851,,,,1851,,,false,,,Culicine Mosquitoes,Culicinae,Culicine Mosquitoes,Insecta,357355
585008,2014-03-22 18:51:10,2014-03-22,2014-03-23 01:51:10 UTC,Pacific Time (US & Canada),10285,finatic,BJ Stacey,2014-03-27 16:42:24 UTC,2018-05-13 01:25:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585008,https://static.inaturalist.org/photos/744054/medium.jpg,,animal,"San Diego County, California, US

ID from
http://www.wvmvcd.org/mosquitoes",1,0,false,,Steel Bridge-Hwy 94,32.731736,-116.940665,132,,,,132,,,false,,manual,Culiseta particeps,Culiseta particeps,,Insecta,294269
585211,Thu Mar 27 2014 11:33:27 GMT-0700 (PDT),2014-03-27,2014-03-27 18:33:27 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 19:27:53 UTC,2020-07-16 03:38:45 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/585211,https://inaturalist-open-data.s3.amazonaws.com/photos/744343/medium.jpg,,"","Mosquito co2 trap, Moss beach ranch, near creek",3,0,false,3,"661–699 Vue de Mar Ave, Half Moon Bay, CA, US",37.525676,-122.502025,5,,,,5,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
585212,Thu Mar 28 2014 10:35:41 GMT-0700 (PDT),2014-03-28,2014-03-28 17:35:41 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 19:27:53 UTC,2020-07-16 03:38:46 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/585212,https://inaturalist-open-data.s3.amazonaws.com/photos/744339/medium.jpg,,"",Mosquito co2 trap cabrillo farms up road from pond on tree line,1,0,false,3,"Roosevelt Blvd, Half Moon Bay, CA, US",37.523165,-122.488164,10,,,,10,,,false,,,Aedes,Aedes squamiger,California Saltmarsh Mosquito,Insecta,1112131
585213,Thu Mar 27 2014 10:19:18 GMT-0700 (PDT),2014-03-27,2014-03-27 17:19:18 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 19:27:53 UTC,2020-07-16 03:54:11 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/585213,https://inaturalist-open-data.s3.amazonaws.com/photos/744338/medium.jpg,,"","Mosquito co2 trap, cabrillo farms tule pond",0,0,false,3,"94019, Half Moon Bay, CA, US",37.520031,-122.489188,5,,,,5,,,false,,,Aedes washinoi,Aedes washinoi,Washino's Willow Mosquito,Insecta,1112148
585215,Thu Mar 27 2014 12:25:42 GMT-0700 (PDT),2014-03-27,2014-03-27 19:25:42 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 19:27:54 UTC,2016-03-01 21:50:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585215,https://inaturalist-open-data.s3.amazonaws.com/photos/744344/medium.jpg,,"","Mosquito co2 trap, Milagra ridge, near pond, north east side",1,0,false,3,"Milagra Ridge, Pacifica, CA, US",37.638948,-122.47148,5,,,,5,,,false,,,Culiseta incidens,Culiseta incidens,Cold Weather Mosquito,Insecta,259109
585216,Thu Mar 27 2014 11:21:41 GMT-0700 (PDT),2014-03-27,2014-03-27 18:21:41 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 19:27:57 UTC,2016-03-01 21:50:25 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/585216,https://inaturalist-open-data.s3.amazonaws.com/photos/744341/medium.jpg,,"","Mosquito larval source, moss beach at etheldore, moss beach ranch, ditch",2,0,false,3,"1697–1885 Sunshine Valley Rd, Moss Beach, CA, US",37.5260182098,-122.5022644458,5,,,,5,,,false,,,Culiseta,Culiseta,,Insecta,155392
585559,Thu Mar 28 2014 11:21:21 GMT-0700 (PDT),2014-03-28,2014-03-28 18:21:21 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:38 UTC,2020-07-16 03:38:46 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/585559,https://inaturalist-open-data.s3.amazonaws.com/photos/744789/medium.jpg,,"",Leconte end,1,0,false,3,"1000–1170 Le Conte Ave, Moss Beach, California, US",37.545239,-122.506307,5,,,,5,,,false,,,Aedes,Aedes squamiger,California Saltmarsh Mosquito,Insecta,1112131
585560,2014-03-28,2014-03-28,,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:38 UTC,2019-09-05 19:17:55 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/585560,https://inaturalist-open-data.s3.amazonaws.com/photos/748438/medium.jpg,,"",Trough near stables in ocean view farms,2,0,false,3,"701–735 San Pedro Mountain Rd, Moss Beach, California, US",37.554402,-122.506211,5,,,,5,,,false,,,Culiseta,Culiseta,,Insecta,155392
585561,Thu Mar 28 2014 10:34:11 GMT-0700 (PDT),2014-03-28,2014-03-28 17:34:11 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:38 UTC,2020-07-16 03:54:11 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/585561,https://inaturalist-open-data.s3.amazonaws.com/photos/748131/medium.jpg,,"",Co2 trap across from horse trough. Ocean view farm,0,0,false,3,"701–735 San Pedro Mountain Rd, Moss Beach, California, US",37.554375,-122.506348,5,,,,5,,,false,,,Aedes washinoi,Aedes washinoi,Washino's Willow Mosquito,Insecta,1112148
585562,Thu Mar 28 2014 10:40:04 GMT-0700 (PDT),2014-03-28,2014-03-28 17:40:04 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:39 UTC,2016-03-01 21:50:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585562,https://inaturalist-open-data.s3.amazonaws.com/photos/748257/medium.jpg,,"",Ocean view farm. Adjacent to creek,1,0,false,3,"",37.554487,-122.506367,5,,,,5,,,false,,,Culiseta particeps,Culiseta particeps,,Insecta,294269
585563,Thu Mar 28 2014 10:58:02 GMT-0700 (PDT),2014-03-28,2014-03-28 17:58:02 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:39 UTC,2016-03-01 21:50:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585563,https://inaturalist-open-data.s3.amazonaws.com/photos/748266/medium.jpg,,"",Adjacent to plots ,1,0,false,3,"700–734 San Pedro Mountain Rd, Moss Beach, California, US",37.550256,-122.508053,5,,,,5,,,false,,,Culiseta particeps,Culiseta particeps,,Insecta,294269
585564,Thu Mar 28 2014 11:28:54 GMT-0700 (PDT),2014-03-28,2014-03-28 18:28:54 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:39 UTC,2016-03-01 21:50:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585564,https://inaturalist-open-data.s3.amazonaws.com/photos/748355/medium.jpg,,"",Larval sample. School fence west,1,0,false,3,"",37.545237,-122.508333,10,,,,10,,,false,,,Culiseta particeps,Culiseta particeps,,Insecta,294269
585566,Thu Mar 28 2014 11:31:09 GMT-0700 (PDT),2014-03-28,2014-03-28 18:31:09 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:39 UTC,2020-07-16 03:54:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585566,https://inaturalist-open-data.s3.amazonaws.com/photos/748158/medium.jpg,,"",Co2 sample. School fence west,2,0,false,3,"Rancho Corral de Tierra, San Mateo County, US-CA, US",37.545315,-122.508436,5,,,,5,,,false,,,Flood Water Mosquito,Aedes washinoi,Washino's Willow Mosquito,Insecta,1112148
585567,Thu Mar 28 2014 11:53:27 GMT-0700 (PDT),2014-03-28,2014-03-28 18:53:27 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:40 UTC,2020-07-16 03:54:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585567,https://inaturalist-open-data.s3.amazonaws.com/photos/748107/medium.jpg,,"",Co2 trap. End of kanoff. Footbridge ,2,0,false,3,"201–375 Kanoff Ave, Moss Beach, California, US",37.545744,-122.512008,5,,,,5,,,false,,,Flood Water Mosquito,Aedes washinoi,Washino's Willow Mosquito,Insecta,1112148
585568,Thu Mar 28 2014 12:50:47 GMT-0700 (PDT),2014-03-28,2014-03-28 19:50:47 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:40 UTC,2016-03-01 21:50:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585568,https://inaturalist-open-data.s3.amazonaws.com/photos/748434/medium.jpg,,"",Larval sample. End of kanoff. Footbridge ,1,0,false,3,"201–375 Kanoff Ave, Moss Beach, California, US",37.545749,-122.511878,5,,,,5,,,false,,,Culiseta particeps,Culiseta particeps,,Insecta,294269
585569,Thu Mar 28 2014 12:54:38 GMT-0700 (PDT),2014-03-28,2014-03-28 19:54:38 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-27 23:01:40 UTC,2020-07-16 03:38:46 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/585569,https://inaturalist-open-data.s3.amazonaws.com/photos/747916/medium.jpg,,"",Co2 trap. End of kanoff,1,0,false,3,"201–375 Kanoff Ave, Moss Beach, California, US",37.545744,-122.512008,5,,,,5,,,false,,,California Salt Marsh Mosquito,Aedes squamiger,California Saltmarsh Mosquito,Insecta,1112131
588061,Thu Mar 28 2014 12:28:54 GMT-0700 (PDT),2014-03-28,2014-03-28 19:28:54 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 21:30:07 UTC,2016-03-01 21:50:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/588061,https://inaturalist-open-data.s3.amazonaws.com/photos/748377/medium.jpg,,"",Larval sample. School fence west,1,0,false,,"",37.545237,-122.508333,10,,,,10,,,false,,,Culiseta incidens,Culiseta incidens,Cold Weather Mosquito,Insecta,259109
588897,Thu Mar 28 2014 10:35:41 GMT-0700 (PDT),2014-03-28,2014-03-28 17:35:41 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 22:32:39 UTC,2020-07-16 03:54:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/588897,https://inaturalist-open-data.s3.amazonaws.com/photos/744339/medium.jpg,,"","",2,0,false,,"Roosevelt Blvd, Half Moon Bay, CA, US",37.523165,-122.488164,10,,,,10,,,false,,,Flood Water Mosquito,Aedes washinoi,Washino's Willow Mosquito,Insecta,1112148
588899,Thu Mar 28 2014 10:35:41 GMT-0700 (PDT),2014-03-28,2014-03-28 17:35:41 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 22:33:00 UTC,2016-03-01 21:50:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/588899,https://inaturalist-open-data.s3.amazonaws.com/photos/747909/medium.JPG,,"",Mosquito co2 trap cabrillo farms up road from pond on tree line,2,0,false,,"Roosevelt Blvd, Half Moon Bay, CA, US",37.523165,-122.488164,10,,,,10,,,false,,,Anopheles occidentalis,Anopheles occidentalis,,Insecta,347970
589071,Thu Mar 28 2014 12:54:38 GMT-0700 (PDT),2014-03-28,2014-03-28 19:54:38 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 22:47:53 UTC,2020-07-16 03:54:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/589071,https://inaturalist-open-data.s3.amazonaws.com/photos/747986/medium.jpg,,"","",2,0,false,,"201–375 Kanoff Ave, Moss Beach, California, US",37.545744,-122.512008,5,,,,5,,,false,,,Flood Water Mosquito,Aedes washinoi,Washino's Willow Mosquito,Insecta,1112148
589073,Thu Mar 28 2014 12:54:38 GMT-0700 (PDT),2014-03-28,2014-03-28 19:54:38 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 22:48:16 UTC,2016-03-01 21:50:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/589073,https://inaturalist-open-data.s3.amazonaws.com/photos/747999/medium.jpg,,"","",1,0,false,,"201–375 Kanoff Ave, Moss Beach, California, US",37.545744,-122.512008,5,,,,5,,,false,,,Culiseta particeps,Culiseta particeps,,Insecta,294269
589269,Thu Mar 28 2014 11:53:27 GMT-0700 (PDT),2014-03-28,2014-03-28 18:53:27 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 23:10:18 UTC,2016-03-01 21:50:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/589269,https://inaturalist-open-data.s3.amazonaws.com/photos/748112/medium.jpg,,"",Co2 trap. End of kanoff. Footbridge,1,0,false,,"201–375 Kanoff Ave, Moss Beach, California, US",37.545744,-122.512008,5,,,,5,,,false,,,Culiseta particeps,Culiseta particeps,,Insecta,294269
589301,Thu Mar 28 2014 10:34:11 GMT-0700 (PDT),2014-03-28,2014-03-28 17:34:11 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 23:16:17 UTC,2016-03-01 21:50:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/589301,https://inaturalist-open-data.s3.amazonaws.com/photos/748141/medium.jpg,,"",Co2 trap across from horse trough. Ocean view farm,1,0,false,,"701–735 San Pedro Mountain Rd, Moss Beach, California, US",37.554375,-122.506348,5,,,,5,,,false,,,Culiseta incidens,Culiseta incidens,Cold Weather Mosquito,Insecta,259109
589316,Thu Mar 28 2014 11:31:09 GMT-0700 (PDT),2014-03-28,2014-03-28 18:31:09 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 23:18:33 UTC,2016-03-01 21:50:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/589316,https://inaturalist-open-data.s3.amazonaws.com/photos/748163/medium.jpg,,"",Co2 sample. School fence west,1,0,false,,"",37.545315,-122.508436,5,,,,5,,,false,,,Culiseta particeps,Culiseta particeps,,Insecta,294269
589324,Thu Mar 28 2014 11:31:09 GMT-0700 (PDT),2014-03-28,2014-03-28 18:31:09 UTC,Pacific Time (US & Canada),33469,smcmvcd,"",2014-03-28 23:19:22 UTC,2016-03-01 21:50:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/589324,https://inaturalist-open-data.s3.amazonaws.com/photos/748173/medium.jpg,,"",Co2 sample. School fence west,1,0,false,,"",37.545315,-122.508436,5,,,,5,,,false,,,Culiseta inornata,Culiseta inornata,Winter Marsh Mosquito,Insecta,294268
